Date,Commodity,Total Value
08-Feb-2021,masoor,62.90
08-Feb-2021,moong,44.10
08-Feb-2021,mustard,6142.03
08-Feb-2021,onion,24918.90
08-Feb-2021,parwal (pointed gourd),26.08
08-Feb-2021,peas (green),445.98
08-Feb-2021,potato,32525.20
08-Feb-2021,rice,8640.50
08-Feb-2021,safflower,3.00
08-Feb-2021,"sesamum (sesame, gingelly, til)",630.08
08-Feb-2021,soyabean,19005.78
08-Feb-2021,spinach,657.51
08-Feb-2021,sugar,134.30
08-Feb-2021,sunflower,23.00
08-Feb-2021,tomato,7279.08
08-Feb-2021,turmeric,352.04
08-Feb-2021,tur,523.40
08-Feb-2021,urad,192.80
08-Feb-2021,wheat,28480.48
09-Feb-2021,apple,1013.16
09-Feb-2021,banana,2806.39
09-Feb-2021,beans (french),76.67
09-Feb-2021,brinjal,1893.27
09-Feb-2021,cabbage,3324.32
09-Feb-2021,carrot,3456.62
09-Feb-2021,cauliflower,4991.60
09-Feb-2021,coconut,20110.87
09-Feb-2021,dhania,1669.41
09-Feb-2021,dry chillies,865.40
09-Feb-2021,garlic,3381.88
09-Feb-2021,ginger,1758.91
09-Feb-2021,gourd (bottle),894.73
09-Feb-2021,gram,556.90
09-Feb-2021,green chilli,2549.89
09-Feb-2021,ground nut seed,184.00
09-Feb-2021,groundnut,4519.69
09-Feb-2021,jeera,1042.95
09-Feb-2021,ladys finger (bhindi),661.71
09-Feb-2021,lemon,568.86
09-Feb-2021,mango,31.49
09-Feb-2021,masoor,84.40
09-Feb-2021,moong,273.10
09-Feb-2021,mustard,5569.83
09-Feb-2021,onion,29463.24
09-Feb-2021,parwal (pointed gourd),17.83
09-Feb-2021,peas (green),366.97
09-Feb-2021,potato,35170.25
09-Feb-2021,rice,9784.15
09-Feb-2021,safflower,2.00
09-Feb-2021,"sesamum (sesame, gingelly, til)",528.95
09-Feb-2021,soyabean,22731.95
09-Feb-2021,spinach,6555.31
09-Feb-2021,sugar,358.00
09-Feb-2021,sunflower,41.10
09-Feb-2021,tomato,7867.71
09-Feb-2021,turmeric,346.51
09-Feb-2021,tur,1155.30
09-Feb-2021,urad,352.10
09-Feb-2021,wheat,30463.25
10-Feb-2021,apple,975.36
10-Feb-2021,banana,5201.94
10-Feb-2021,beans (french),82.10
10-Feb-2021,brinjal,6788.72
10-Feb-2021,cabbage,3441.47
10-Feb-2021,carrot,3709.76
10-Feb-2021,cauliflower,5493.10
10-Feb-2021,coconut,19150.98
10-Feb-2021,dhania,1604.47
10-Feb-2021,dry chillies,424.96
10-Feb-2021,garlic,4455.08
10-Feb-2021,ginger,1701.80
10-Feb-2021,gourd (bottle),970.00
10-Feb-2021,gram,295.90
10-Feb-2021,green chilli,2587.68
10-Feb-2021,ground nut seed,246.30
10-Feb-2021,groundnut,4639.97
10-Feb-2021,jeera,811.68
10-Feb-2021,ladys finger (bhindi),655.48
10-Feb-2021,lemon,495.79
10-Feb-2021,mango,26.86
10-Feb-2021,masoor,104.40
10-Feb-2021,moong,252.70
10-Feb-2021,mustard,6490.17
10-Feb-2021,onion,39787.99
10-Feb-2021,parwal (pointed gourd),21.14
10-Feb-2021,peas (green),275.20
10-Feb-2021,potato,36374.89
10-Feb-2021,rice,9747.75
10-Feb-2021,safflower,5.00
10-Feb-2021,"sesamum (sesame, gingelly, til)",1160.10
10-Feb-2021,soyabean,22202.40
10-Feb-2021,spinach,6322.03
10-Feb-2021,sugar,404.30
10-Feb-2021,sunflower,76.30
10-Feb-2021,tomato,7755.57
10-Feb-2021,turmeric,513.91
10-Feb-2021,tur,988.70
10-Feb-2021,urad,292.30
10-Feb-2021,wheat,33483.56
11-Feb-2021,apple,1142.58
11-Feb-2021,banana,2685.87
11-Feb-2021,beans (french),56.17
11-Feb-2021,brinjal,1857.36
11-Feb-2021,cabbage,3039.04
11-Feb-2021,carrot,2880.69
11-Feb-2021,cauliflower,3898.41
11-Feb-2021,coconut,14337.76
11-Feb-2021,dhania,1599.10
11-Feb-2021,dry chillies,5057.00
11-Feb-2021,garlic,5355.57
11-Feb-2021,ginger,1698.12
11-Feb-2021,gourd (bottle),1089.78
11-Feb-2021,gram,269.40
11-Feb-2021,green chilli,2717.76
11-Feb-2021,ground nut seed,179.40
11-Feb-2021,groundnut,3455.44
11-Feb-2021,jeera,1041.98
11-Feb-2021,ladys finger (bhindi),811.79
11-Feb-2021,lemon,555.50
11-Feb-2021,mango,32.58
11-Feb-2021,masoor,104.10
11-Feb-2021,moong,145.40
11-Feb-2021,mustard,6894.08
11-Feb-2021,onion,34924.64
11-Feb-2021,parwal (pointed gourd),18.98
11-Feb-2021,peas (green),369.99
11-Feb-2021,potato,35730.72
11-Feb-2021,rice,8212.10
11-Feb-2021,safflower,0
11-Feb-2021,"sesamum (sesame, gingelly, til)",1467.74
11-Feb-2021,soyabean,12309.71
11-Feb-2021,spinach,5079.08
11-Feb-2021,sugar,386.90
11-Feb-2021,sunflower,5.00
11-Feb-2021,tomato,6416.79
11-Feb-2021,turmeric,205.86
11-Feb-2021,tur,1120.50
11-Feb-2021,urad,178.40
11-Feb-2021,wheat,22835.85
12-Feb-2021,apple,1731.09
12-Feb-2021,banana,2065.34
12-Feb-2021,beans (french),77.53
12-Feb-2021,brinjal,1936.16
12-Feb-2021,cabbage,3128.17
12-Feb-2021,carrot,3026.17
12-Feb-2021,cauliflower,4152.77
12-Feb-2021,coconut,26308.98
12-Feb-2021,dhania,2219.23
12-Feb-2021,dry chillies,451.77
12-Feb-2021,garlic,5574.04
12-Feb-2021,ginger,1490.37
12-Feb-2021,gourd (bottle),956.16
12-Feb-2021,gram,480.60
12-Feb-2021,green chilli,2715.03
12-Feb-2021,ground nut seed,98.00
12-Feb-2021,groundnut,4184.91
12-Feb-2021,jeera,972.45
12-Feb-2021,ladys finger (bhindi),576.11
12-Feb-2021,lemon,519.44
12-Feb-2021,mango,32.00
12-Feb-2021,masoor,191.40
12-Feb-2021,moong,324.70
12-Feb-2021,mustard,8455.35
12-Feb-2021,onion,34058.94
12-Feb-2021,parwal (pointed gourd),15.36
12-Feb-2021,peas (green),377.54
12-Feb-2021,potato,33879.03
12-Feb-2021,rice,9051.60
12-Feb-2021,safflower,3.00
12-Feb-2021,"sesamum (sesame, gingelly, til)",1525.93
12-Feb-2021,soyabean,27409.06
12-Feb-2021,spinach,3531.92
12-Feb-2021,sugar,366.60
12-Feb-2021,sunflower,37.00
12-Feb-2021,tomato,7732.48
12-Feb-2021,turmeric,684.04
12-Feb-2021,tur,1051.80
12-Feb-2021,urad,395.20
12-Feb-2021,wheat,95371.70
13-Feb-2021,apple,760.70
13-Feb-2021,banana,2369.87
13-Feb-2021,beans (french),96.68
13-Feb-2021,brinjal,1808.54
13-Feb-2021,cabbage,2502.70
13-Feb-2021,carrot,2888.10
13-Feb-2021,cauliflower,3379.58
13-Feb-2021,coconut,13279.74
13-Feb-2021,dhania,1645.48
13-Feb-2021,dry chillies,2618.00
13-Feb-2021,garlic,2177.11
13-Feb-2021,ginger,1003.58
13-Feb-2021,gourd (bottle),764.81
13-Feb-2021,gram,367.80
13-Feb-2021,green chilli,2126.91
13-Feb-2021,ground nut seed,30.30
13-Feb-2021,groundnut,4383.75
13-Feb-2021,jeera,1130.05
13-Feb-2021,ladys finger (bhindi),521.15
13-Feb-2021,lemon,522.92
13-Feb-2021,mango,32.77
13-Feb-2021,masoor,92.70
13-Feb-2021,moong,100.60
13-Feb-2021,mustard,7289.80
13-Feb-2021,onion,32255.59
13-Feb-2021,parwal (pointed gourd),16.02
13-Feb-2021,peas (green),207.43
13-Feb-2021,potato,33259.67
13-Feb-2021,rice,4876.90
13-Feb-2021,safflower,1.00
13-Feb-2021,"sesamum (sesame, gingelly, til)",1356.34
13-Feb-2021,soyabean,9598.38
13-Feb-2021,spinach,5140.64
13-Feb-2021,sugar,339.50
13-Feb-2021,sunflower,46.00
13-Feb-2021,tomato,7020.41
13-Feb-2021,turmeric,615.02
13-Feb-2021,tur,508.40
13-Feb-2021,urad,254.30
13-Feb-2021,wheat,22863.18
14-Feb-2021,apple,357.50
14-Feb-2021,banana,1503.99
14-Feb-2021,beans (french),26.65
14-Feb-2021,brinjal,1012.49
14-Feb-2021,cabbage,1421.24
14-Feb-2021,carrot,1183.93
14-Feb-2021,cauliflower,1667.75
14-Feb-2021,coconut,5532.50
14-Feb-2021,dhania,1.65
14-Feb-2021,dry chillies,5.00
14-Feb-2021,garlic,974.90
14-Feb-2021,ginger,392.29
14-Feb-2021,gourd (bottle),524.40
14-Feb-2021,gram,75.40
14-Feb-2021,green chilli,887.67
14-Feb-2021,ground nut seed,0
14-Feb-2021,groundnut,809.10
14-Feb-2021,jeera,1.00
14-Feb-2021,ladys finger (bhindi),163.57
14-Feb-2021,lemon,125.67
14-Feb-2021,mango,6.80
14-Feb-2021,masoor,6.80
14-Feb-2021,moong,9.00
14-Feb-2021,mustard,290.24
14-Feb-2021,onion,8569.10
14-Feb-2021,parwal (pointed gourd),5.87
14-Feb-2021,peas (green),83.89
14-Feb-2021,potato,15750.32
14-Feb-2021,rice,1923.15
14-Feb-2021,safflower,0
14-Feb-2021,"sesamum (sesame, gingelly, til)",92.77
14-Feb-2021,soyabean,983.72
14-Feb-2021,spinach,4121.52
14-Feb-2021,sugar,22.90
14-Feb-2021,sunflower,0
14-Feb-2021,tomato,3892.15
14-Feb-2021,turmeric,53.00
14-Feb-2021,tur,119.80
14-Feb-2021,urad,34.60
14-Feb-2021,wheat,5111.32
15-Feb-2021,apple,1562.00
15-Feb-2021,banana,4464.62
15-Feb-2021,beans (french),83.07
15-Feb-2021,brinjal,1996.85
15-Feb-2021,cabbage,3432.63
15-Feb-2021,carrot,2887.93
15-Feb-2021,cauliflower,4451.87
15-Feb-2021,coconut,12607.87
15-Feb-2021,dhania,3113.54
15-Feb-2021,dry chillies,5825.52
15-Feb-2021,garlic,6263.96
15-Feb-2021,ginger,1533.68
15-Feb-2021,gourd (bottle),1044.90
15-Feb-2021,gram,595.30
15-Feb-2021,green chilli,2639.92
15-Feb-2021,ground nut seed,171.20
15-Feb-2021,groundnut,3895.09
15-Feb-2021,jeera,1710.08
15-Feb-2021,ladys finger (bhindi),761.19
15-Feb-2021,lemon,367.90
15-Feb-2021,mango,42.45
15-Feb-2021,masoor,143.20
15-Feb-2021,moong,235.30
15-Feb-2021,mustard,13190.73
15-Feb-2021,onion,43538.52
15-Feb-2021,parwal (pointed gourd),15.50
15-Feb-2021,peas (green),1049.25
15-Feb-2021,potato,35497.02
15-Feb-2021,rice,11076.85
15-Feb-2021,safflower,2.00
15-Feb-2021,"sesamum (sesame, gingelly, til)",1268.38
15-Feb-2021,soyabean,18767.12
15-Feb-2021,spinach,3197.75
15-Feb-2021,sugar,194.10
15-Feb-2021,sunflower,89.70
15-Feb-2021,tomato,7322.82
15-Feb-2021,turmeric,921.14
15-Feb-2021,tur,1294.90
15-Feb-2021,urad,467.50
15-Feb-2021,wheat,31721.67
16-Feb-2021,apple,1002.43
16-Feb-2021,banana,4429.25
16-Feb-2021,beans (french),53.38
16-Feb-2021,brinjal,1823.01
16-Feb-2021,cabbage,2932.45
16-Feb-2021,carrot,2845.36
16-Feb-2021,cauliflower,4121.63
16-Feb-2021,coconut,20805.24
16-Feb-2021,dhania,2300.52
16-Feb-2021,dry chillies,810.10
16-Feb-2021,garlic,5566.53
16-Feb-2021,ginger,932.96
16-Feb-2021,gourd (bottle),1118.23
16-Feb-2021,gram,405.00
16-Feb-2021,green chilli,2229.57
16-Feb-2021,ground nut seed,129.50
16-Feb-2021,groundnut,3960.29
16-Feb-2021,jeera,614.96
16-Feb-2021,ladys finger (bhindi),721.06
16-Feb-2021,lemon,479.78
16-Feb-2021,mango,48.75
16-Feb-2021,masoor,75.90
16-Feb-2021,moong,203.50
16-Feb-2021,mustard,8432.06
16-Feb-2021,onion,33724.19
16-Feb-2021,parwal (pointed gourd),18.57
16-Feb-2021,peas (green),263.51
16-Feb-2021,potato,39385.21
16-Feb-2021,rice,6391.97
16-Feb-2021,safflower,8.00
16-Feb-2021,"sesamum (sesame, gingelly, til)",414.79
16-Feb-2021,soyabean,13570.22
16-Feb-2021,spinach,6728.82
16-Feb-2021,sugar,291.80
16-Feb-2021,sunflower,48.90
16-Feb-2021,tomato,7803.68
16-Feb-2021,turmeric,1041.53
16-Feb-2021,tur,886.60
16-Feb-2021,urad,278.80
16-Feb-2021,wheat,22789.90
17-Feb-2021,apple,1043.14
17-Feb-2021,banana,4803.24
17-Feb-2021,beans (french),103.53
17-Feb-2021,brinjal,2108.63
17-Feb-2021,cabbage,3467.17
17-Feb-2021,carrot,3007.44
17-Feb-2021,cauliflower,4695.97
17-Feb-2021,coconut,17708.04
17-Feb-2021,dhania,2998.40
17-Feb-2021,dry chillies,290.47
17-Feb-2021,garlic,5409.28
17-Feb-2021,ginger,1762.75
17-Feb-2021,gourd (bottle),1067.64
17-Feb-2021,gram,404.90
17-Feb-2021,green chilli,2455.50
17-Feb-2021,ground nut seed,122.00
17-Feb-2021,groundnut,3650.65
17-Feb-2021,jeera,1122.74
17-Feb-2021,ladys finger (bhindi),1157.38
17-Feb-2021,lemon,513.02
17-Feb-2021,mango,42.31
17-Feb-2021,masoor,116.70
17-Feb-2021,moong,202.70
17-Feb-2021,mustard,12591.00
17-Feb-2021,onion,34682.98
17-Feb-2021,parwal (pointed gourd),20.56
17-Feb-2021,peas (green),304.69
17-Feb-2021,potato,37136.01
17-Feb-2021,rice,8217.30
17-Feb-2021,safflower,0
17-Feb-2021,"sesamum (sesame, gingelly, til)",978.39
17-Feb-2021,soyabean,17188.66
17-Feb-2021,spinach,7245.11
17-Feb-2021,sugar,309.10
17-Feb-2021,sunflower,10.60
17-Feb-2021,tomato,8651.86
17-Feb-2021,turmeric,940.38
17-Feb-2021,tur,660.10
17-Feb-2021,urad,183.10
17-Feb-2021,wheat,25752.76
18-Feb-2021,apple,933.82
18-Feb-2021,banana,4312.84
18-Feb-2021,beans (french),91.82
18-Feb-2021,brinjal,2628.91
18-Feb-2021,cabbage,3305.72
18-Feb-2021,carrot,2687.29
18-Feb-2021,cauliflower,5676.95
18-Feb-2021,coconut,15071.22
18-Feb-2021,dhania,4617.22
18-Feb-2021,dry chillies,6498.31
18-Feb-2021,garlic,5363.49
18-Feb-2021,ginger,1621.90
18-Feb-2021,gourd (bottle),1152.15
18-Feb-2021,gram,393.20
18-Feb-2021,green chilli,3247.43
18-Feb-2021,ground nut seed,101.80
18-Feb-2021,groundnut,3888.85
18-Feb-2021,jeera,809.56
18-Feb-2021,ladys finger (bhindi),904.12
18-Feb-2021,lemon,598.60
18-Feb-2021,mango,35.61
18-Feb-2021,masoor,116.80
18-Feb-2021,moong,275.40
18-Feb-2021,mustard,14558.09
18-Feb-2021,onion,40002.38
18-Feb-2021,parwal (pointed gourd),20.82
18-Feb-2021,peas (green),286.02
18-Feb-2021,potato,37976.43
18-Feb-2021,rice,9310.70
18-Feb-2021,safflower,2.00
18-Feb-2021,"sesamum (sesame, gingelly, til)",1129.27
18-Feb-2021,soyabean,16745.15
18-Feb-2021,spinach,5114.68
18-Feb-2021,sugar,436.90
18-Feb-2021,sunflower,68.60
18-Feb-2021,tomato,8360.12
18-Feb-2021,turmeric,623.21
18-Feb-2021,tur,723.20
18-Feb-2021,urad,177.60
18-Feb-2021,wheat,28660.06
19-Feb-2021,apple,1027.06
19-Feb-2021,banana,4910.11
19-Feb-2021,beans (french),103.94
19-Feb-2021,brinjal,2292.15
19-Feb-2021,cabbage,3248.37
19-Feb-2021,carrot,2915.58
19-Feb-2021,cauliflower,3962.08
19-Feb-2021,coconut,11394.06
19-Feb-2021,dhania,2494.72
19-Feb-2021,dry chillies,418.20
19-Feb-2021,garlic,3900.84
19-Feb-2021,ginger,1517.13
19-Feb-2021,gourd (bottle),1049.30
19-Feb-2021,gram,365.70
19-Feb-2021,green chilli,2583.74
19-Feb-2021,ground nut seed,38.28
19-Feb-2021,groundnut,3675.51
19-Feb-2021,jeera,937.81
19-Feb-2021,ladys finger (bhindi),716.85
19-Feb-2021,lemon,485.18
19-Feb-2021,mango,54.90
19-Feb-2021,masoor,93.10
19-Feb-2021,moong,96.90
19-Feb-2021,mustard,13526.53
19-Feb-2021,onion,30990.46
19-Feb-2021,parwal (pointed gourd),21.25
19-Feb-2021,peas (green),207.75
19-Feb-2021,potato,36805.48
19-Feb-2021,rice,9215.50
19-Feb-2021,safflower,0
19-Feb-2021,"sesamum (sesame, gingelly, til)",1069.71
19-Feb-2021,soyabean,12873.27
19-Feb-2021,spinach,3587.48
19-Feb-2021,sugar,150.80
19-Feb-2021,sunflower,32.80
19-Feb-2021,tomato,8363.65
19-Feb-2021,turmeric,131.90
19-Feb-2021,tur,691.50
19-Feb-2021,urad,242.80
19-Feb-2021,wheat,26394.54
20-Feb-2021,apple,1044.04
20-Feb-2021,banana,4440.63
20-Feb-2021,beans (french),87.65
20-Feb-2021,brinjal,2028.89
20-Feb-2021,cabbage,2796.69
20-Feb-2021,carrot,2508.12
20-Feb-2021,cauliflower,4001.01
20-Feb-2021,coconut,11364.48
20-Feb-2021,dhania,2217.78
20-Feb-2021,dry chillies,823.20
20-Feb-2021,garlic,2446.24
20-Feb-2021,ginger,1343.78
20-Feb-2021,gourd (bottle),1594.67
20-Feb-2021,gram,463.50
20-Feb-2021,green chilli,2548.44
20-Feb-2021,ground nut seed,166.00
20-Feb-2021,groundnut,3155.74
20-Feb-2021,jeera,996.73
20-Feb-2021,ladys finger (bhindi),770.47
20-Feb-2021,lemon,495.40
20-Feb-2021,mango,71.78
20-Feb-2021,masoor,160.30
20-Feb-2021,moong,257.90
20-Feb-2021,mustard,13255.45
20-Feb-2021,onion,31723.16
20-Feb-2021,parwal (pointed gourd),6.44
20-Feb-2021,peas (green),436.31
20-Feb-2021,potato,37014.81
20-Feb-2021,rice,8493.07
20-Feb-2021,safflower,1.00
20-Feb-2021,"sesamum (sesame, gingelly, til)",401.24
20-Feb-2021,soyabean,14369.77
20-Feb-2021,spinach,2895.16
20-Feb-2021,sugar,162.10
20-Feb-2021,sunflower,23.00
20-Feb-2021,tomato,7203.59
20-Feb-2021,turmeric,600.53
20-Feb-2021,tur,563.30
20-Feb-2021,urad,209.00
20-Feb-2021,wheat,24604.58
21-Feb-2021,apple,266.95
21-Feb-2021,banana,1385.24
21-Feb-2021,beans (french),50.76
21-Feb-2021,brinjal,1196.66
21-Feb-2021,cabbage,1340.77
21-Feb-2021,carrot,1306.21
21-Feb-2021,cauliflower,1742.27
21-Feb-2021,coconut,4709.25
21-Feb-2021,dhania,195.54
21-Feb-2021,dry chillies,0
21-Feb-2021,garlic,474.85
21-Feb-2021,ginger,527.06
21-Feb-2021,gourd (bottle),532.30
21-Feb-2021,gram,83.70
21-Feb-2021,green chilli,1064.66
21-Feb-2021,ground nut seed,0
21-Feb-2021,groundnut,664.76
21-Feb-2021,jeera,1.05
21-Feb-2021,ladys finger (bhindi),237.46
21-Feb-2021,lemon,105.61
21-Feb-2021,mango,7.60
21-Feb-2021,masoor,9.45
21-Feb-2021,moong,9.90
21-Feb-2021,mustard,735.60
21-Feb-2021,onion,9068.18
21-Feb-2021,parwal (pointed gourd),3.58
21-Feb-2021,peas (green),63.35
21-Feb-2021,potato,13110.35
21-Feb-2021,rice,1929.20
21-Feb-2021,safflower,0
21-Feb-2021,"sesamum (sesame, gingelly, til)",100.65
21-Feb-2021,soyabean,632.00
21-Feb-2021,spinach,4328.79
21-Feb-2021,sugar,15.00
21-Feb-2021,sunflower,0
21-Feb-2021,tomato,4808.26
21-Feb-2021,turmeric,55.00
21-Feb-2021,tur,105.20
21-Feb-2021,urad,21.40
21-Feb-2021,wheat,3524.90
22-Feb-2021,apple,1461.56
22-Feb-2021,banana,2857.42
22-Feb-2021,beans (french),133.74
22-Feb-2021,brinjal,2339.48
22-Feb-2021,cabbage,3397.64
22-Feb-2021,carrot,3498.05
22-Feb-2021,cauliflower,4011.32
22-Feb-2021,coconut,16436.86
22-Feb-2021,dhania,3932.61
22-Feb-2021,dry chillies,398.80
22-Feb-2021,garlic,3475.04
22-Feb-2021,ginger,1647.67
22-Feb-2021,gourd (bottle),1223.81
22-Feb-2021,gram,389.20
22-Feb-2021,green chilli,3215.22
22-Feb-2021,ground nut seed,150.80
22-Feb-2021,groundnut,2926.73
22-Feb-2021,jeera,1228.88
22-Feb-2021,ladys finger (bhindi),1048.52
22-Feb-2021,lemon,496.16
22-Feb-2021,mango,55.26
22-Feb-2021,masoor,196.60
22-Feb-2021,moong,329.20
22-Feb-2021,mustard,20555.40
22-Feb-2021,onion,44251.99
22-Feb-2021,parwal (pointed gourd),17.64
22-Feb-2021,peas (green),483.20
22-Feb-2021,potato,40018.99
22-Feb-2021,rice,9329.75
22-Feb-2021,safflower,12.00
22-Feb-2021,"sesamum (sesame, gingelly, til)",347.91
22-Feb-2021,soyabean,16553.90
22-Feb-2021,spinach,7596.34
22-Feb-2021,sugar,188.50
22-Feb-2021,sunflower,72.00
22-Feb-2021,tomato,8540.02
22-Feb-2021,turmeric,1041.79
22-Feb-2021,tur,930.10
22-Feb-2021,urad,317.20
22-Feb-2021,wheat,36314.64
23-Feb-2021,apple,1141.08
23-Feb-2021,banana,2893.98
23-Feb-2021,beans (french),113.80
23-Feb-2021,brinjal,2157.05
23-Feb-2021,cabbage,3349.11
23-Feb-2021,carrot,2951.43
23-Feb-2021,cauliflower,4093.58
23-Feb-2021,coconut,24783.23
23-Feb-2021,dhania,3438.06
23-Feb-2021,dry chillies,250.01
23-Feb-2021,garlic,3502.76
23-Feb-2021,ginger,1299.54
23-Feb-2021,gourd (bottle),1041.07
23-Feb-2021,gram,540.60
23-Feb-2021,green chilli,2801.64
23-Feb-2021,ground nut seed,100.90
23-Feb-2021,groundnut,3267.76
23-Feb-2021,jeera,1334.35
23-Feb-2021,ladys finger (bhindi),772.75
23-Feb-2021,lemon,613.59
23-Feb-2021,mango,44.78
23-Feb-2021,masoor,116.30
23-Feb-2021,moong,189.80
23-Feb-2021,mustard,18745.81
23-Feb-2021,onion,37302.24
23-Feb-2021,parwal (pointed gourd),17.86
23-Feb-2021,peas (green),414.66
23-Feb-2021,potato,35164.61
23-Feb-2021,rice,9720.30
23-Feb-2021,safflower,12.00
23-Feb-2021,"sesamum (sesame, gingelly, til)",395.66
23-Feb-2021,soyabean,18789.97
23-Feb-2021,spinach,5158.31
23-Feb-2021,sugar,222.20
23-Feb-2021,sunflower,47.00
23-Feb-2021,tomato,9043.16
23-Feb-2021,turmeric,4283.79
23-Feb-2021,tur,796.50
23-Feb-2021,urad,189.60
23-Feb-2021,wheat,34229.74
24-Feb-2021,apple,995.43
24-Feb-2021,banana,2976.39
24-Feb-2021,beans (french),122.15
24-Feb-2021,brinjal,2225.10
24-Feb-2021,cabbage,3656.75
24-Feb-2021,carrot,3245.95
24-Feb-2021,cauliflower,4407.91
24-Feb-2021,coconut,13095.41
24-Feb-2021,dhania,5429.17
24-Feb-2021,dry chillies,563.40
24-Feb-2021,garlic,4870.34
24-Feb-2021,ginger,1498.00
24-Feb-2021,gourd (bottle),1135.08
24-Feb-2021,gram,238.80
24-Feb-2021,green chilli,2838.00
24-Feb-2021,ground nut seed,240.60
24-Feb-2021,groundnut,3276.09
24-Feb-2021,jeera,1664.26
24-Feb-2021,ladys finger (bhindi),936.32
24-Feb-2021,lemon,629.68
24-Feb-2021,mango,54.63
24-Feb-2021,masoor,93.60
24-Feb-2021,moong,250.60
24-Feb-2021,mustard,20110.38
24-Feb-2021,onion,40120.14
24-Feb-2021,parwal (pointed gourd),16.52
24-Feb-2021,peas (green),400.64
24-Feb-2021,potato,37242.03
24-Feb-2021,rice,7124.70
24-Feb-2021,safflower,0
24-Feb-2021,"sesamum (sesame, gingelly, til)",377.97
24-Feb-2021,soyabean,15996.62
24-Feb-2021,spinach,7215.09
24-Feb-2021,sugar,257.80
24-Feb-2021,sunflower,47.00
24-Feb-2021,tomato,9283.98
24-Feb-2021,turmeric,1835.42
24-Feb-2021,tur,613.50
24-Feb-2021,urad,160.90
24-Feb-2021,wheat,37988.77
25-Feb-2021,apple,1808.08
25-Feb-2021,banana,2855.59
25-Feb-2021,beans (french),127.15
25-Feb-2021,brinjal,2189.09
25-Feb-2021,cabbage,3249.03
25-Feb-2021,carrot,3390.17
25-Feb-2021,cauliflower,4275.33
25-Feb-2021,coconut,11221.27
25-Feb-2021,dhania,3188.70
25-Feb-2021,dry chillies,378.71
25-Feb-2021,garlic,4223.88
25-Feb-2021,ginger,1540.94
25-Feb-2021,gourd (bottle),1017.23
25-Feb-2021,gram,219.70
25-Feb-2021,green chilli,3036.02
25-Feb-2021,ground nut seed,39.90
25-Feb-2021,groundnut,2963.08
25-Feb-2021,jeera,1525.01
25-Feb-2021,ladys finger (bhindi),1017.47
25-Feb-2021,lemon,603.53
25-Feb-2021,mango,77.05
25-Feb-2021,masoor,67.30
25-Feb-2021,moong,134.20
25-Feb-2021,mustard,18385.94
25-Feb-2021,onion,50678.14
25-Feb-2021,parwal (pointed gourd),15.34
25-Feb-2021,peas (green),438.72
25-Feb-2021,potato,38024.65
25-Feb-2021,rice,8267.48
25-Feb-2021,safflower,16.00
25-Feb-2021,"sesamum (sesame, gingelly, til)",313.15
25-Feb-2021,soyabean,15307.84
25-Feb-2021,spinach,5011.88
25-Feb-2021,sugar,379.90
25-Feb-2021,sunflower,90.70
25-Feb-2021,tomato,8569.91
25-Feb-2021,turmeric,1727.79
25-Feb-2021,tur,409.40
25-Feb-2021,urad,152.10
25-Feb-2021,wheat,37550.96
26-Feb-2021,apple,1053.89
26-Feb-2021,banana,2960.54
26-Feb-2021,beans (french),149.91
26-Feb-2021,brinjal,2152.15
26-Feb-2021,cabbage,2860.18
26-Feb-2021,carrot,2935.24
26-Feb-2021,cauliflower,4016.83
26-Feb-2021,coconut,12795.42
26-Feb-2021,dhania,3824.34
26-Feb-2021,dry chillies,4093.81
26-Feb-2021,garlic,11042.19
26-Feb-2021,ginger,1188.17
26-Feb-2021,gourd (bottle),926.57
26-Feb-2021,gram,314.60
26-Feb-2021,green chilli,2732.26
26-Feb-2021,ground nut seed,100.70
26-Feb-2021,groundnut,3050.81
26-Feb-2021,jeera,1787.51
26-Feb-2021,ladys finger (bhindi),834.15
26-Feb-2021,lemon,445.07
26-Feb-2021,mango,67.11
26-Feb-2021,masoor,183.40
26-Feb-2021,moong,380.60
26-Feb-2021,mustard,21006.18
26-Feb-2021,onion,45503.79
26-Feb-2021,parwal (pointed gourd),19.12
26-Feb-2021,peas (green),1078.62
26-Feb-2021,potato,37090.50
26-Feb-2021,rice,11224.80
26-Feb-2021,safflower,6.00
26-Feb-2021,"sesamum (sesame, gingelly, til)",310.00
26-Feb-2021,soyabean,6216.25
26-Feb-2021,spinach,3155.42
26-Feb-2021,sugar,414.50
26-Feb-2021,sunflower,29.00
26-Feb-2021,tomato,8291.61
26-Feb-2021,turmeric,1233.18
26-Feb-2021,tur,842.05
26-Feb-2021,urad,338.70
26-Feb-2021,wheat,24776.32
27-Feb-2021,apple,723.88
27-Feb-2021,banana,2125.25
27-Feb-2021,beans (french),113.10
27-Feb-2021,brinjal,1794.76
27-Feb-2021,cabbage,2579.57
27-Feb-2021,carrot,2369.26
27-Feb-2021,cauliflower,3728.32
27-Feb-2021,coconut,13084.56
27-Feb-2021,dhania,2641.27
27-Feb-2021,dry chillies,724.10
27-Feb-2021,garlic,828.33
27-Feb-2021,ginger,1161.00
27-Feb-2021,gourd (bottle),932.09
27-Feb-2021,gram,101.30
27-Feb-2021,green chilli,2286.79
27-Feb-2021,ground nut seed,6.60
27-Feb-2021,groundnut,2808.41
27-Feb-2021,jeera,1779.29
